filename,path,eb_label,label_name,split,val_sample,blur_score
4_IMG_2527_00000.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2527_00000.jpg,4,confusion,train,False,163.1
4_IMG_2552_00001.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2552_00001.jpg,4,confusion,train,False,87.7
4_IMG_2552_00002.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2552_00002.jpg,4,confusion,train,False,99.9
4_IMG_2563_00003.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2563_00003.jpg,4,confusion,train,False,320.8
4_IMG_2564_00004.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2564_00004.jpg,4,confusion,train,False,224.7
4_IMG_2565_00005.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2565_00005.jpg,4,confusion,train,False,272.1
4_IMG_2566_00006.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2566_00006.jpg,4,confusion,train,False,183.3
4_IMG_2577_00007.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2577_00007.jpg,4,confusion,train,False,238.8
4_IMG_2578_00008.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2578_00008.jpg,4,confusion,train,True,226.6
4_IMG_2579_00009.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2579_00009.jpg,4,confusion,train,False,226.3
4_IMG_2602_00021.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2602_00021.jpg,4,confusion,train,False,123.2
4_IMG_2602_00022.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2602_00022.jpg,4,confusion,train,False,154.5
4_IMG_2713_00023.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2713_00023.jpg,4,confusion,train,False,136.1
4_IMG_2713_00024.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2713_00024.jpg,4,confusion,train,False,168.4
4_IMG_2724_00025.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2724_00025.jpg,4,confusion,train,False,145.2
4_IMG_2724_00026.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2724_00026.jpg,4,confusion,train,True,180.3
4_IMG_2748 copy_00027.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2748 copy_00027.jpg,4,confusion,train,False,202.3
4_IMG_2748_00028.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2748_00028.jpg,4,confusion,train,False,202.3
4_IMG_2748_00029.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2748_00029.jpg,4,confusion,train,False,253.1
4_IMG_2760_00030.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2760_00030.jpg,4,confusion,train,True,100.4
4_IMG_2760_00031.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2760_00031.jpg,4,confusion,train,False,126.4
4_IMG_2768_00032.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2768_00032.jpg,4,confusion,train,True,98.6
4_IMG_2768_00033.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2768_00033.jpg,4,confusion,train,False,122.6
4_IMG_2778_00034.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2778_00034.jpg,4,confusion,train,False,122.5
4_IMG_2778_00035.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2778_00035.jpg,4,confusion,train,True,151.7
4_IMG_2783_00036.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2783_00036.jpg,4,confusion,train,False,149.4
4_IMG_2783_00037.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2783_00037.jpg,4,confusion,train,True,185.4
4_IMG_2829_00038.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2829_00038.jpg,4,confusion,train,True,113.4
4_IMG_2829_00039.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2829_00039.jpg,4,confusion,train,False,139.9
4_IMG_2858_00040.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2858_00040.jpg,4,confusion,train,False,129.6
4_IMG_2880_00041.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2880_00041.jpg,4,confusion,train,False,111.0
4_IMG_2894_00042.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2894_00042.jpg,4,confusion,train,False,130.7
4_IMG_2914_00043.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2914_00043.jpg,4,confusion,train,False,132.8
4_IMG_2955_00044.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/4_IMG_2955_00044.jpg,4,confusion,train,False,107.1
5_IMG_2567_00052.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/5_IMG_2567_00052.jpg,5,distrust,train,False,353.1
5_IMG_2568_00053.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/5_IMG_2568_00053.jpg,5,distrust,train,True,319.6
5_IMG_2574_00054.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/5_IMG_2574_00054.jpg,5,distrust,train,False,238.4
5_IMG_2713_00055.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/5_IMG_2713_00055.jpg,5,distrust,train,False,136.1
5_IMG_2724_00056.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/5_IMG_2724_00056.jpg,5,distrust,train,False,145.2
5_IMG_2736 Background Removed_00057.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/5_IMG_2736 Background Removed_00057.jpg,5,distrust,train,False,147.0
5_IMG_2736 copy_00058.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/5_IMG_2736 copy_00058.jpg,5,distrust,train,False,137.5
5_IMG_2736_00059.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/5_IMG_2736_00059.jpg,5,distrust,train,True,137.5
5_IMG_2736_00060.jpg,/Users/pv/Documents/STUDY/CODEprojects/project-1-emotion-aware-chatbot-team14/data/kash_clean/images/5_IMG_2736_00060.jpg,5,distrust,train,False,171.8
