path,dataset,orig_label,eb_label,split,face_ratio
data/processed/affectnet/0/015563.jpg,affectnet,0,0,train,0.39971923828125
data/processed/affectnet/0/019359.jpg,affectnet,0,0,train,0.3136138916015625
data/processed/affectnet/0/018047.jpg,affectnet,0,0,train,0.36328125
data/processed/affectnet/0/017374.jpg,affectnet,0,0,test,0.37879180908203125
data/processed/affectnet/0/018721.jpg,affectnet,0,0,test,0.38726806640625
data/processed/affectnet/0/017412.jpg,affectnet,0,0,test,0.37872314453125
data/processed/affectnet/0/015205.jpg,affectnet,0,0,val,0.35174560546875
data/processed/affectnet/0/015211.jpg,affectnet,0,0,train,0.3843994140625
data/processed/affectnet/0/018735.jpg,affectnet,0,0,val,0.3633842468261719
data/processed/affectnet/0/017406.jpg,affectnet,0,0,test,0.37181854248046875
data/processed/affectnet/0/016718.jpg,affectnet,0,0,train,0.4011383056640625
data/processed/affectnet/0/018053.jpg,affectnet,0,0,train,0.29937744140625
data/processed/affectnet/0/017360.jpg,affectnet,0,0,val,0.3948211669921875
data/processed/affectnet/0/016056.jpg,affectnet,0,0,train,0.3662109375
data/processed/affectnet/0/019365.jpg,affectnet,0,0,train,0.3788909912109375
data/processed/affectnet/0/017348.jpg,affectnet,0,0,train,0.5871391296386719
data/processed/affectnet/0/015239.jpg,affectnet,0,0,test,0.45024871826171875
data/processed/affectnet/0/016730.jpg,affectnet,0,0,train,0.3441200256347656
data/processed/affectnet/0/019403.jpg,affectnet,0,0,val,0.48270416259765625
data/processed/affectnet/0/018709.jpg,affectnet,0,0,train,0.3495674133300781
data/processed/affectnet/0/016724.jpg,affectnet,0,0,train,0.3602142333984375
data/processed/affectnet/0/019417.jpg,affectnet,0,0,train,0.42201995849609375
data/processed/affectnet/0/016042.jpg,affectnet,0,0,val,0.4543914794921875
data/processed/affectnet/0/019371.jpg,affectnet,0,0,train,0.43766021728515625
data/processed/affectnet/0/018084.jpg,affectnet,0,0,val,0.40637969970703125
data/processed/affectnet/0/016917.jpg,affectnet,0,0,train,0.3519554138183594
data/processed/affectnet/0/016903.jpg,affectnet,0,0,train,0.399810791015625
data/processed/affectnet/0/018090.jpg,affectnet,0,0,train,0.44582366943359375
data/processed/affectnet/0/016095.jpg,affectnet,0,0,val,0.47618865966796875
data/processed/affectnet/0/018906.jpg,affectnet,0,0,train,0.362548828125
data/processed/affectnet/0/018912.jpg,affectnet,0,0,val,0.37387847900390625
data/processed/affectnet/0/016081.jpg,affectnet,0,0,train,0.4710655212402344
data/processed/affectnet/0/015588.jpg,affectnet,0,0,train,0.4059791564941406
data/processed/affectnet/0/015007.jpg,affectnet,0,0,train,0.3472137451171875
data/processed/affectnet/0/017610.jpg,affectnet,0,0,test,0.5212936401367188
data/processed/affectnet/0/018523.jpg,affectnet,0,0,val,0.44026947021484375
data/processed/affectnet/0/017176.jpg,affectnet,0,0,train,0.3966217041015625
data/processed/affectnet/0/018245.jpg,affectnet,0,0,train,0.3251953125
data/processed/affectnet/0/016268.jpg,affectnet,0,0,train,0.320648193359375
data/processed/affectnet/0/015761.jpg,affectnet,0,0,train,0.4464912414550781
data/processed/affectnet/0/015775.jpg,affectnet,0,0,train,0.414276123046875
data/processed/affectnet/0/017162.jpg,affectnet,0,0,train,0.42087554931640625
data/processed/affectnet/0/018251.jpg,affectnet,0,0,val,0.41927337646484375
data/processed/affectnet/0/019629.jpg,affectnet,0,0,train,0.5277061462402344
data/processed/affectnet/0/017604.jpg,affectnet,0,0,train,0.3489532470703125
data/processed/affectnet/0/018537.jpg,affectnet,0,0,train,0.38051605224609375
data/processed/affectnet/0/015013.jpg,affectnet,0,0,train,0.4199371337890625
data/processed/affectnet/0/019601.jpg,affectnet,0,0,train,0.37406158447265625
data/processed/affectnet/0/016532.jpg,affectnet,0,0,train,0.3322105407714844
data/processed/affectnet/0/020080.jpg,affectnet,0,0,train,0.5865214462386132
data/processed/affectnet/0/015985.jpg,affectnet,0,0,train,0.3719329833984375
data/processed/affectnet/0/018279.jpg,affectnet,0,0,train,0.4466590881347656
data/processed/affectnet/0/019167.jpg,affectnet,0,0,train,0.34683990478515625
data/processed/affectnet/0/016254.jpg,affectnet,0,0,train,0.4397697448730469
data/processed/affectnet/0/019173.jpg,affectnet,0,0,train,0.4617462158203125
data/processed/affectnet/0/016240.jpg,affectnet,0,0,test,0.41131591796875
data/processed/affectnet/0/015749.jpg,affectnet,0,0,train,0.46720123291015625
data/processed/affectnet/0/015991.jpg,affectnet,0,0,train,0.4314422607421875
data/processed/affectnet/0/019615.jpg,affectnet,0,0,train,0.3876190185546875
data/processed/affectnet/0/016526.jpg,affectnet,0,0,train,0.4268951416015625
data/processed/affectnet/0/017638.jpg,affectnet,0,0,val,0.3744544982910156
data/processed/affectnet/0/020094.jpg,affectnet,0,0,train,0.614376936656667
data/processed/affectnet/0/019826.jpg,affectnet,0,0,train,0.48641204833984375
data/processed/affectnet/0/019198.jpg,affectnet,0,0,val,0.39791107177734375
data/processed/affectnet/0/018286.jpg,affectnet,0,0,test,0.3865470886230469
data/processed/affectnet/0/018292.jpg,affectnet,0,0,train,0.43625640869140625
data/processed/affectnet/0/019832.jpg,affectnet,0,0,test,0.4384918212890625
data/processed/affectnet/0/020043.jpg,affectnet,0,0,train,0.49213404248586456
data/processed/affectnet/0/017837.jpg,affectnet,0,0,val,0.40230560302734375
data/processed/affectnet/0/016297.jpg,affectnet,0,0,train,0.3569984436035156
data/processed/affectnet/0/017189.jpg,affectnet,0,0,train,0.3349609375
data/processed/affectnet/0/015946.jpg,affectnet,0,0,train,0.39745330810546875
data/processed/affectnet/0/015952.jpg,affectnet,0,0,train,0.5155487060546875
data/processed/affectnet/0/016283.jpg,affectnet,0,0,train,0.3540802001953125
data/processed/affectnet/0/020057.jpg,affectnet,0,0,train,0.48464897729405143
data/processed/affectnet/0/017823.jpg,affectnet,0,0,train,0.3703117370605469
data/processed/affectnet/0/015173.jpg,affectnet,0,0,train,0.40659332275390625
data/processed/affectnet/0/017764.jpg,affectnet,0,0,train,0.3996849060058594
data/processed/affectnet/0/018457.jpg,affectnet,0,0,train,0.334442138671875
data/processed/affectnet/0/019991.jpg,affectnet,0,0,train,0.4690371885407885
data/processed/affectnet/0/019749.jpg,affectnet,0,0,train,0.439910888671875
data/processed/affectnet/0/017002.jpg,affectnet,0,0,train,0.4241943359375
data/processed/affectnet/0/018331.jpg,affectnet,0,0,train,0.49953460693359375
data/processed/affectnet/0/015601.jpg,affectnet,0,0,train,0.3699493408203125
data/processed/affectnet/0/016308.jpg,affectnet,0,0,val,0.3870849609375
data/processed/affectnet/0/017016.jpg,affectnet,0,0,train,0.418853759765625
data/processed/affectnet/0/018325.jpg,affectnet,0,0,train,0.5101165771484375
data/processed/affectnet/0/017770.jpg,affectnet,0,0,train,0.41840362548828125
data/processed/affectnet/0/018443.jpg,affectnet,0,0,train,0.41355133056640625
data/processed/affectnet/0/019985.jpg,affectnet,0,0,train,0.5646556473829201
data/processed/affectnet/0/015167.jpg,affectnet,0,0,train,0.3693809509277344
data/processed/affectnet/0/017758.jpg,affectnet,0,0,train,0.4161415100097656
data/processed/affectnet/0/017980.jpg,affectnet,0,0,train,0.3438262939453125
data/processed/affectnet/0/019775.jpg,affectnet,0,0,train,0.3930168151855469
data/processed/affectnet/0/016446.jpg,affectnet,0,0,train,0.336944580078125
data/processed/affectnet/0/015629.jpg,affectnet,0,0,train,0.37828826904296875
data/processed/affectnet/0/019013.jpg,affectnet,0,0,val,0.35797119140625
data/processed/affectnet/0/016320.jpg,affectnet,0,0,val,0.43201446533203125
data/processed/affectnet/0/019007.jpg,affectnet,0,0,test,0.4996299743652344
data/processed/affectnet/0/016334.jpg,affectnet,0,0,train,0.42658233642578125
data/processed/affectnet/0/018319.jpg,affectnet,0,0,train,0.3234100341796875
data/processed/affectnet/0/017994.jpg,affectnet,0,0,val,0.333099365234375
data/processed/affectnet/0/019761.jpg,affectnet,0,0,train,0.39166259765625
data/processed/affectnet/0/016452.jpg,affectnet,0,0,train,0.3900146484375
data/processed/affectnet/0/018494.jpg,affectnet,0,0,train,0.400177001953125
data/processed/affectnet/0/019952.jpg,affectnet,0,0,train,0.3685264587402344
data/processed/affectnet/0/018480.jpg,affectnet,0,0,train,0.391571044921875
